enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target,cdi_training_interaction,training_cdi_ratio,training_hours_binned,cdi_squared,cdi_cubed
0.571018,0.108333,0.951064,0.666667,0.000000,1.000000,0.600000,1.000000,0.523810,0.250000,1.000000,0.400000,0.267760,0.000000,0.265144,0.152248,0.666667,0.935746,0.918569
0.194434,0.033333,0.691489,0.000000,0.000000,1.000000,0.600000,1.000000,0.476190,0.000000,0.000000,0.200000,0.256831,0.000000,0.220359,0.168665,0.333333,0.621275,0.550260
0.210911,0.625000,0.631915,0.666667,0.000000,1.000000,0.200000,0.500000,0.000000,0.375000,1.000000,0.200000,0.349727,0.000000,0.289199,0.237893,0.666667,0.555359,0.479863
0.682046,0.525000,0.308511,0.000000,0.000000,1.000000,0.200000,1.000000,0.238095,0.375000,1.000000,0.200000,0.065574,0.000000,0.043263,0.056834,0.333333,0.238296,0.178671
0.434525,0.775000,0.800000,0.000000,1.000000,1.000000,0.400000,0.000000,0.190476,0.000000,0.000000,0.000000,0.114754,0.000000,0.105421,0.070925,0.333333,0.747339,0.691657
0.853081,0.041667,0.938298,0.666667,0.000000,1.000000,0.200000,0.166667,0.238095,0.000000,0.000000,0.400000,0.387978,0.000000,0.381001,0.222063,0.666667,0.919243,0.897979
0.447197,0.041667,0.938298,0.666667,0.000000,1.000000,0.200000,1.000000,1.000000,0.250000,1.000000,0.600000,0.213115,0.000000,0.209947,0.121987,0.333333,0.919243,0.897979
0.667845,0.041667,0.938298,0.666667,0.000000,0.666667,0.200000,1.000000,0.904762,0.875000,1.000000,1.000000,0.765027,0.000000,0.749834,0.437851,1.000000,0.919243,0.897979
0.129513,0.041667,0.938298,0.333333,1.000000,0.333333,0.200000,1.000000,0.238095,0.000000,0.000000,0.200000,0.125683,0.000000,0.124420,0.071950,0.333333,0.919243,0.897979
0.807843,0.408333,0.938298,0.333333,0.000000,1.000000,0.200000,1.000000,1.000000,0.250000,1.000000,1.000000,0.442623,0.000000,0.434455,0.253337,0.666667,0.919243,0.897979
0.793703,0.400000,0.917021,0.666667,0.000000,1.000000,0.200000,0.333333,0.571429,0.875000,1.000000,0.600000,0.786885,0.000000,0.762791,0.455344,1.000000,0.891977,0.864254
0.381228,0.108333,0.951064,0.666667,1.000000,0.666667,0.400000,0.000000,0.047619,0.500000,0.666667,0.200000,0.825137,0.000000,0.813933,0.469172,1.000000,0.935746,0.918569
0.257977,0.041667,0.938298,0.000000,1.000000,1.000000,0.200000,1.000000,0.571429,0.000000,0.000000,0.800000,0.267760,0.000000,0.263401,0.153261,0.666667,0.919243,0.897979
0.738728,0.808333,0.861702,0.666667,1.000000,1.000000,0.000000,0.000000,0.142857,0.000000,0.000000,0.000000,0.573770,0.000000,0.540573,0.341894,1.000000,0.822479,0.779981
0.076276,0.108333,0.951064,0.333333,0.000000,0.333333,0.600000,1.000000,0.761905,0.375000,0.833333,0.400000,0.071038,0.000000,0.071454,0.040392,0.333333,0.935746,0.918569
0.415021,0.050000,0.946809,0.666667,0.000000,1.000000,0.400000,0.000000,0.190476,0.125000,1.000000,0.400000,0.191257,0.000000,0.189402,0.108991,0.333333,0.930233,0.911675
0.408700,0.758333,0.397872,0.000000,1.000000,1.000000,0.200000,0.666667,0.428571,0.625000,1.000000,0.000000,0.584699,0.000000,0.414049,0.463462,1.000000,0.319022,0.249079
0.752030,0.916667,0.944681,0.666667,0.000000,1.000000,0.200000,1.000000,0.523810,0.125000,1.000000,0.200000,0.109290,0.000000,0.108750,0.062354,0.333333,0.927481,0.908240
0.065730,0.758333,0.397872,0.666667,0.000000,1.000000,0.200000,1.000000,0.476190,0.250000,1.000000,0.400000,0.551913,0.000000,0.390831,0.437541,1.000000,0.319022,0.249079
0.914707,0.058333,0.670213,0.666667,1.000000,1.000000,0.200000,0.500000,0.238095,0.500000,1.000000,1.000000,0.136612,0.000000,0.116077,0.091108,0.333333,0.597466,0.524544
0.854160,0.050000,0.946809,0.000000,0.000000,1.000000,0.600000,1.000000,0.142857,1.000000,0.166667,0.400000,0.032787,0.000000,0.033711,0.018690,0.000000,0.930233,0.911675
0.030618,0.108333,0.951064,0.666667,1.000000,0.333333,0.400000,0.000000,0.190476,0.500000,1.000000,0.200000,0.229508,0.000000,0.227482,0.130498,0.333333,0.935746,0.918569
0.367057,0.050000,0.946809,0.666667,0.000000,1.000000,0.200000,1.000000,1.000000,0.250000,1.000000,0.200000,0.240437,0.000000,0.237720,0.137015,0.333333,0.930233,0.911675
0.757812,0.825000,0.585106,0.666667,0.000000,0.333333,0.200000,1.000000,0.095238,0.625000,0.166667,0.400000,0.278689,0.000000,0.223938,0.195319,0.666667,0.505207,0.427997
0.396567,0.041667,0.938298,0.666667,0.000000,1.000000,0.200000,1.000000,1.000000,0.000000,0.000000,0.400000,0.098361,0.000000,0.097693,0.056313,0.333333,0.919243,0.897979
0.897990,0.775000,0.800000,0.666667,0.000000,0.666667,0.200000,1.000000,0.285714,0.000000,0.000000,0.200000,0.486339,0.000000,0.443228,0.299753,0.666667,0.747339,0.691657
0.794362,0.841667,0.978723,0.666667,0.000000,1.000000,0.200000,1.000000,0.285714,0.250000,1.000000,0.600000,0.131148,0.000000,0.132526,0.073495,0.333333,0.971870,0.964104
0.739657,0.633333,0.740426,0.000000,0.000000,0.000000,0.600000,1.000000,0.619048,1.000000,0.000000,0.200000,0.076503,0.000000,0.068206,0.049079,0.333333,0.677168,0.611878
0.252614,0.016667,0.868085,0.666667,0.000000,1.000000,0.600000,0.500000,1.000000,0.250000,1.000000,1.000000,0.256831,0.000000,0.243507,0.152591,0.333333,0.830395,0.789456
0.286737,0.091667,0.151064,0.000000,1.000000,0.333333,0.400000,0.000000,0.142857,0.000000,0.000000,0.400085,0.530055,0.000000,0.309302,0.509553,0.666667,0.108855,0.075826
0.769765,0.775000,0.800000,1.000000,1.000000,1.000000,0.600000,0.500000,0.190476,0.500000,1.000000,0.800000,0.065574,0.000000,0.060711,0.040639,0.333333,0.747339,0.691657
0.288924,0.400000,0.917021,0.666667,0.000000,1.000000,0.200000,1.000000,0.714286,0.000000,0.000000,1.000000,0.251366,0.000000,0.244634,0.145494,0.333333,0.891977,0.864254
0.381348,0.400000,0.917021,0.333333,0.000000,1.000000,0.600000,0.500000,0.666667,0.750000,0.833333,0.200000,0.147541,0.000000,0.144175,0.085421,0.333333,0.891977,0.864254
0.628209,0.758333,0.397872,0.666667,0.000000,1.000000,0.200000,1.000000,1.000000,0.000000,0.000000,0.800000,0.114754,0.000000,0.081262,0.091935,0.333333,0.319022,0.249079
0.381378,0.216667,0.740426,0.666667,0.000000,1.000000,0.200000,1.000000,0.095238,0.125000,1.000000,0.200000,0.153005,0.000000,0.135477,0.097785,0.333333,0.677168,0.611878
0.326762,0.775000,0.800000,0.666667,0.000000,1.000000,0.600000,1.000000,0.238095,0.250000,0.000000,0.200000,0.245902,0.000000,0.224647,0.151688,0.333333,0.747339,0.691657
0.872285,0.091667,0.151064,0.000000,1.000000,0.333333,0.200000,1.000000,0.000000,0.000000,0.000000,0.000000,0.060109,0.000000,0.034478,0.059668,0.333333,0.108855,0.075826
0.110399,0.041667,0.938298,0.000000,0.000000,1.000000,0.200000,1.000000,0.238095,0.250000,1.000000,0.400000,0.087432,0.000000,0.087002,0.050058,0.333333,0.919243,0.897979
0.679529,0.600000,0.880851,0.666667,0.000000,1.000000,0.600000,1.000000,0.238095,0.625000,1.000000,0.400000,0.349727,0.000000,0.333386,0.206318,0.666667,0.846308,0.808600
0.663082,0.041667,0.938298,0.666667,1.000000,1.000000,0.200000,0.500000,0.142857,0.250000,1.000000,0.200000,0.185792,0.000000,0.183220,0.106351,0.333333,0.919243,0.897979
0.951616,0.775000,0.800000,0.666667,1.000000,0.333333,0.200000,1.000000,0.428571,0.500000,1.000000,0.600000,0.071038,0.000000,0.065679,0.044005,0.333333,0.747339,0.691657
0.942149,0.041667,0.938298,0.333333,0.000000,1.000000,0.600000,1.000000,0.095238,1.000000,0.166667,0.200000,0.016393,0.000000,0.017512,0.009402,0.000000,0.919243,0.897979
0.179334,0.041667,0.938298,0.666667,0.000000,1.000000,0.200000,1.000000,0.714286,0.625000,1.000000,1.000000,0.060109,0.000000,0.060275,0.034421,0.333333,0.919243,0.897979
0.651937,0.408333,0.938298,0.666667,0.000000,1.000000,0.200000,1.000000,1.000000,0.625000,1.000000,0.400000,0.584699,0.000000,0.573436,0.334648,1.000000,0.919243,0.897979
0.661164,0.041667,0.938298,0.666667,1.000000,1.000000,0.200000,1.000000,1.000000,0.000000,0.000000,0.200000,0.737705,0.000000,0.723107,0.422214,1.000000,0.919243,0.897979
0.761317,0.041667,0.938298,0.666667,0.000000,1.000000,0.200000,1.000000,0.238095,0.125000,0.000000,0.200000,0.142077,0.000000,0.140457,0.081332,0.333333,0.919243,0.897979
0.176788,0.516667,0.674468,0.000000,0.000000,0.666667,0.600000,1.000000,0.190476,0.625000,0.333333,0.200000,0.398907,0.000000,0.338377,0.264369,0.666667,0.602204,0.529636
0.850894,0.808333,0.861702,0.666667,0.000000,1.000000,0.200000,1.000000,0.714286,0.125000,0.166667,0.200000,0.464481,0.000000,0.437848,0.276799,0.666667,0.822479,0.779981
0.926810,0.725000,0.823404,0.333333,1.000000,0.666667,0.200000,1.000000,0.000000,0.125000,1.000000,0.400000,0.448087,0.000000,0.413759,0.272650,0.666667,0.775545,0.724467
0.861320,0.041667,0.938298,0.000000,1.000000,0.333333,0.400000,0.000000,0.190476,0.000000,0.000000,0.600000,0.404372,0.000000,0.397037,0.231445,0.666667,0.919243,0.897979
0.877468,0.358333,0.465957,0.666667,1.000000,0.333333,0.600000,1.000000,0.523810,0.000000,0.833333,0.400000,0.224044,0.000000,0.166463,0.170018,0.333333,0.384056,0.309044
0.573025,0.741667,0.923404,0.666667,1.000000,0.333333,0.200000,1.000000,0.190476,0.000000,0.000000,0.400085,0.759563,0.000000,0.738795,0.438081,1.000000,0.900125,0.874294
0.869858,0.400000,0.917021,0.666667,1.000000,1.000000,0.400000,0.000000,0.142857,0.000000,0.000000,0.000000,0.989071,0.000000,0.958422,0.572328,1.000000,0.891977,0.864254
0.542197,0.041667,0.938298,0.000000,0.000000,1.000000,0.200000,1.000000,0.476190,0.250000,0.500000,0.200000,0.256831,0.000000,0.252710,0.147006,0.333333,0.919243,0.897979
0.361904,0.766667,0.687234,0.666667,0.000000,0.333333,0.200000,1.000000,0.428571,0.625000,1.000000,0.200000,0.174863,0.000000,0.149904,0.115280,0.333333,0.616489,0.545065
0.220588,0.408333,0.938298,0.000000,1.000000,0.333333,0.400000,0.000000,0.095238,0.250000,1.000000,0.200000,0.770492,0.000000,0.755180,0.440979,1.000000,0.919243,0.897979
0.335031,0.833333,0.212766,0.000000,1.000000,0.333333,0.200000,1.000000,0.095238,0.250000,1.000000,0.200000,0.180328,0.000000,0.110511,0.165846,0.333333,0.157638,0.113058
0.439528,0.450000,0.848936,0.000000,1.000000,1.000000,0.600000,1.000000,1.000000,0.000000,0.000000,0.200000,0.814208,0.000000,0.761339,0.488438,1.000000,0.806727,0.761222
0.546931,0.041667,0.938298,0.333333,0.000000,1.000000,0.200000,1.000000,0.523810,0.750000,0.500000,1.000000,0.103825,0.000000,0.103039,0.059440,0.333333,0.919243,0.897979
0.733755,0.041667,0.938298,0.000000,0.000000,1.000000,0.200000,1.000000,0.238095,0.750000,0.000000,0.200000,0.759563,0.000000,0.744489,0.434724,1.000000,0.919243,0.897979
0.035322,0.400000,0.917021,0.666667,0.000000,1.000000,0.200000,1.000000,0.571429,0.875000,1.000000,0.200000,0.278689,0.000000,0.271071,0.161303,0.666667,0.891977,0.864254
0.857605,0.841667,0.978723,0.666667,0.000000,1.000000,0.200000,1.000000,1.000000,0.625000,1.000000,0.400000,0.868852,0.000000,0.869060,0.487146,1.000000,0.971870,0.964104
0.244675,0.250000,0.889362,0.666667,0.000000,1.000000,0.600000,1.000000,0.428571,0.875000,1.000000,0.400000,0.010929,0.000000,0.011766,0.006516,0.000000,0.856976,0.821507
0.759400,0.400000,0.917021,0.666667,0.000000,1.000000,0.200000,1.000000,1.000000,0.375000,1.000000,1.000000,0.147541,0.000000,0.144175,0.085421,0.333333,0.891977,0.864254
0.156356,0.825000,0.585106,0.666667,0.000000,1.000000,0.200000,0.833333,1.000000,0.000000,0.000000,0.800000,0.245902,0.000000,0.197653,0.172423,0.333333,0.505207,0.427997
0.339645,0.108333,0.951064,0.666667,0.000000,1.000000,0.200000,1.000000,0.476190,1.000000,1.000000,0.200000,0.191257,0.000000,0.189820,0.108749,0.333333,0.935746,0.918569
0.256748,0.525000,0.308511,0.666667,0.000000,0.333333,0.200000,1.000000,0.095238,0.125000,0.500000,0.400000,0.546448,0.000000,0.362315,0.462590,1.000000,0.238296,0.178671
0.488391,0.108333,0.951064,0.666667,0.000000,1.000000,0.600000,1.000000,0.285714,0.625000,0.000000,0.200000,0.245902,0.000000,0.243623,0.139820,0.333333,0.935746,0.918569
0.616406,0.983333,0.948936,0.666667,0.000000,1.000000,0.200000,1.000000,1.000000,0.375000,1.000000,1.000000,0.098361,0.000000,0.098245,0.055992,0.333333,0.932988,0.915118
0.635070,0.950000,0.465957,0.000000,0.000000,0.333333,0.200000,1.000000,0.333333,1.000000,0.500000,0.200000,0.486339,0.000000,0.361130,0.367875,0.666667,0.384056,0.309044
0.563768,0.691667,0.887234,0.666667,0.000000,1.000000,0.200000,1.000000,0.428571,1.000000,1.000000,0.800000,0.316940,0.000000,0.303283,0.186350,0.666667,0.854304,0.818269
0.229635,0.525000,0.308511,0.333333,0.000000,1.000000,0.200000,1.000000,0.523810,0.625000,1.000000,1.000000,0.398907,0.000000,0.264424,0.338096,0.666667,0.238296,0.178671
0.316187,0.450000,0.848936,0.666667,0.000000,1.000000,0.200000,1.000000,0.571429,0.250000,1.000000,0.400000,0.038251,0.000000,0.036941,0.023109,0.000000,0.806727,0.761222
0.480512,0.041667,0.938298,0.666667,0.000000,1.000000,0.200000,1.000000,0.285714,0.250000,1.000000,0.200000,0.710383,0.000000,0.696380,0.406578,1.000000,0.919243,0.897979
0.983403,0.258333,0.759574,0.666667,0.000000,0.333333,0.600000,1.000000,0.333333,0.000000,0.000000,0.200000,0.240437,0.000000,0.214712,0.151765,0.333333,0.699468,0.636943
0.397016,0.908333,0.455319,0.666667,0.000000,0.333333,0.200000,1.000000,0.523810,0.125000,1.000000,0.400000,0.590164,0.000000,0.435018,0.449436,1.000000,0.373693,0.299302
0.468438,0.775000,0.800000,0.666667,0.000000,1.000000,0.200000,0.500000,0.142857,0.250000,1.000000,0.200000,0.377049,0.000000,0.343873,0.232451,0.666667,0.747339,0.691657
0.841038,0.041667,0.938298,0.333333,0.000000,1.000000,0.200000,1.000000,1.000000,0.250000,0.500000,1.000000,0.087432,0.000000,0.087002,0.050058,0.333333,0.919243,0.897979
0.689386,0.041667,0.938298,0.333333,1.000000,1.000000,0.600000,1.000000,0.714286,0.625000,1.000000,0.200000,0.273224,0.000000,0.268747,0.156388,0.666667,0.919243,0.897979
0.117439,0.600000,0.880851,0.000000,1.000000,1.000000,0.800000,1.000000,1.000000,0.375000,0.833333,1.000000,0.016393,0.000000,0.016885,0.009781,0.000000,0.846308,0.808600
0.734863,0.108333,0.951064,0.666667,1.000000,1.000000,0.200000,1.000000,0.571429,0.250000,1.000000,1.000000,0.032787,0.000000,0.033792,0.018643,0.000000,0.935746,0.918569
0.057611,0.033333,0.691489,0.000000,0.000000,1.000000,0.600000,1.000000,1.000000,0.250000,1.000000,0.600000,0.890710,0.000000,0.762245,0.583779,1.000000,0.621275,0.550260
0.057102,0.033333,0.691489,0.666667,1.000000,1.000000,0.400000,0.000000,0.095238,1.000000,0.500000,0.000000,0.786885,0.000000,0.673488,0.515786,1.000000,0.621275,0.550260
0.717397,0.041667,0.938298,0.000000,1.000000,1.000000,0.800000,1.000000,0.480959,0.000000,0.000000,0.400085,0.377049,0.000000,0.370310,0.215808,0.666667,0.919243,0.897979
0.093322,0.525000,0.308511,0.666667,1.000000,1.000000,0.000000,0.000000,0.142857,0.000000,0.000000,0.200000,0.125683,0.000000,0.083145,0.107553,0.333333,0.238296,0.178671
0.913359,0.091667,0.151064,0.000000,1.000000,0.333333,0.200000,1.000000,0.095238,0.000000,0.000000,0.200000,0.103825,0.000000,0.060043,0.101517,0.333333,0.108855,0.075826
0.037868,0.041667,0.938298,0.666667,0.000000,1.000000,0.200000,1.000000,0.476190,1.000000,0.333333,0.200000,0.409836,0.000000,0.402382,0.234573,0.666667,0.919243,0.897979
0.399682,0.525000,0.308511,0.333333,0.000000,1.000000,0.200000,0.833333,0.380952,0.875000,1.000000,0.400000,0.180328,0.000000,0.119400,0.153662,0.333333,0.238296,0.178671
0.737200,0.408333,0.938298,0.666667,1.000000,1.000000,0.200000,1.000000,0.428571,1.000000,1.000000,0.400000,0.076503,0.000000,0.076312,0.043803,0.333333,0.919243,0.897979
0.601576,0.725000,0.823404,0.666667,1.000000,1.000000,0.200000,1.000000,1.000000,0.000000,0.000000,1.000000,0.846995,0.000000,0.781070,0.515183,1.000000,0.775545,0.724467
0.742832,0.041667,0.938298,0.666667,0.000000,1.000000,0.200000,1.000000,1.000000,0.875000,1.000000,1.000000,0.076503,0.000000,0.076312,0.043803,0.333333,0.919243,0.897979
0.232961,0.108333,0.951064,0.000000,0.000000,1.000000,0.600000,1.000000,1.000000,0.000000,0.000000,0.000000,0.650273,0.000000,0.641764,0.369745,1.000000,0.935746,0.918569
0.680578,0.375000,0.617021,0.000000,0.000000,1.000000,0.200000,0.666667,0.666667,0.500000,0.000000,1.000000,0.251366,0.000000,0.206130,0.172741,0.333333,0.539245,0.463036
0.101711,0.775000,0.800000,0.666667,0.000000,0.666667,0.200000,1.000000,0.285714,0.750000,1.000000,0.000000,0.551913,0.000000,0.502841,0.340135,1.000000,0.747339,0.691657
0.128284,0.041667,0.938298,0.666667,1.000000,1.000000,0.400000,0.000000,0.190476,0.000000,0.000000,0.000000,0.278689,0.000000,0.274092,0.159516,0.666667,0.919243,0.897979
0.569130,0.108333,0.951064,0.000000,0.000000,1.000000,0.400000,0.000000,0.428571,0.125000,0.000000,0.800000,0.207650,0.000000,0.205961,0.118070,0.333333,0.935746,0.918569
0.952245,0.041667,0.938298,0.666667,1.000000,1.000000,0.800000,1.000000,1.000000,0.625000,1.000000,1.000000,0.071038,0.000000,0.070966,0.040676,0.333333,0.919243,0.897979
0.246862,0.400000,0.917021,0.000000,0.000000,1.000000,0.000000,0.000000,0.523810,0.000000,0.000000,0.200000,0.016393,0.000000,0.017280,0.009540,0.000000,0.891977,0.864254
0.364091,0.400000,0.917021,0.000000,0.000000,1.000000,0.600000,0.166667,1.000000,0.375000,0.500000,1.000000,0.295082,0.000000,0.286933,0.170788,0.666667,0.891977,0.864254
0.595614,0.400000,0.917021,0.666667,0.000000,1.000000,0.200000,1.000000,0.714286,0.000000,0.000000,1.000000,0.387978,0.000000,0.376817,0.224538,0.666667,0.891977,0.864254
0.139459,0.108333,0.951064,0.666667,1.000000,1.000000,0.400000,0.000000,0.285714,0.000000,1.000000,0.000000,0.147541,0.000000,0.146778,0.083892,0.333333,0.935746,0.918569
0.218071,0.041667,0.938298,0.666667,0.000000,1.000000,0.200000,1.000000,0.619048,0.500000,1.000000,0.200000,0.027322,0.000000,0.028203,0.015657,0.000000,0.919243,0.897979
0.506366,0.041667,0.938298,0.666667,0.000000,1.000000,0.200000,0.666667,0.809524,0.875000,1.000000,0.200000,0.677596,0.000000,0.664308,0.387813,1.000000,0.919243,0.897979
0.786123,0.041667,0.938298,0.666667,0.000000,1.000000,0.200000,0.833333,1.000000,0.250000,1.000000,0.400000,0.174863,0.000000,0.172529,0.100096,0.333333,0.919243,0.897979
0.370892,0.033333,0.691489,0.000000,1.000000,1.000000,0.600000,1.000000,0.285714,0.500000,1.000000,1.000000,0.213115,0.000000,0.182988,0.140036,0.333333,0.621275,0.550260
0.961413,0.041667,0.938298,0.333333,0.000000,1.000000,0.600000,1.000000,0.714286,0.500000,1.000000,1.000000,0.295082,0.000000,0.290128,0.168898,0.666667,0.919243,0.897979
0.112795,0.350000,0.465957,0.666667,1.000000,1.000000,0.200000,1.000000,1.000000,0.750000,1.000000,1.000000,0.169399,0.000000,0.125908,0.128798,0.333333,0.384056,0.309044
0.913598,0.041667,0.938298,0.666667,0.000000,1.000000,0.200000,0.166667,1.000000,0.250000,1.000000,1.000000,0.054645,0.000000,0.054930,0.031294,0.333333,0.919243,0.897979
0.215345,0.825000,0.585106,0.666667,0.000000,1.000000,0.200000,1.000000,1.000000,1.000000,1.000000,0.200000,0.218579,0.000000,0.175748,0.153344,0.333333,0.505207,0.427997
0.946463,0.775000,0.800000,0.666667,0.000000,1.000000,0.600000,1.000000,0.476190,0.250000,1.000000,0.800000,0.617486,0.000000,0.562454,0.380516,1.000000,0.747339,0.691657
0.370982,0.800000,0.465957,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.174863,0.000000,0.129963,0.132920,0.333333,0.384056,0.309044
0.359058,0.950000,0.465957,0.666667,0.000000,0.666667,0.600000,1.000000,0.238095,1.000000,0.166667,0.200000,0.076503,0.000000,0.056964,0.058723,0.333333,0.384056,0.309044
0.929686,0.400000,0.917021,0.000000,1.000000,0.333333,0.400000,0.000000,0.142857,0.000000,0.000000,0.200000,0.038251,0.000000,0.038429,0.022187,0.000000,0.891977,0.864254
0.444411,0.450000,0.848936,0.333333,0.000000,0.666667,0.400000,0.000000,0.095238,0.250000,0.500000,0.200000,0.114754,0.000000,0.108361,0.068986,0.333333,0.806727,0.761222
0.111657,0.041667,0.938298,0.666667,0.000000,1.000000,0.600000,1.000000,1.000000,0.875000,1.000000,0.800000,0.065574,0.000000,0.065621,0.037549,0.333333,0.919243,0.897979
0.704245,0.041667,0.938298,0.666667,0.000000,1.000000,0.600000,1.000000,0.428571,0.125000,1.000000,0.200000,0.114754,0.000000,0.113730,0.065695,0.333333,0.919243,0.897979
0.882471,0.041667,0.938298,0.666667,0.000000,1.000000,0.600000,1.000000,1.000000,1.000000,0.333333,0.200000,0.437158,0.000000,0.429109,0.250209,0.666667,0.919243,0.897979
0.368375,0.458333,0.631915,0.000000,0.000000,0.333333,0.200000,1.000000,0.190476,0.125000,0.333333,0.200000,0.054645,0.000000,0.045727,0.037678,0.333333,0.555359,0.479863
0.091794,0.041667,0.938298,0.666667,0.000000,1.000000,0.200000,1.000000,1.000000,0.250000,0.333333,0.200000,0.267760,0.000000,0.263401,0.153261,0.666667,0.919243,0.897979
0.875550,0.050000,0.946809,0.666667,1.000000,0.333333,0.400000,0.000000,0.285714,0.000000,0.000000,0.000000,0.076503,0.000000,0.076660,0.043600,0.333333,0.930233,0.911675
0.164535,0.575000,0.978723,0.666667,0.000000,1.000000,0.600000,1.000000,1.000000,0.125000,1.000000,1.000000,0.163934,0.000000,0.165261,0.091880,0.333333,0.971870,0.964104
0.086581,0.108333,0.951064,0.666667,0.000000,1.000000,0.600000,1.000000,1.000000,0.625000,1.000000,0.000000,0.453552,0.000000,0.448074,0.257889,0.666667,0.935746,0.918569
0.973906,0.250000,0.889362,0.666667,0.000000,0.666667,0.200000,1.000000,0.190476,0.500000,1.000000,0.200000,0.224044,0.000000,0.215025,0.131610,0.333333,0.856976,0.821507
0.027143,0.041667,0.938298,0.333333,0.000000,1.000000,0.200000,1.000000,1.000000,0.625000,1.000000,1.000000,0.387978,0.000000,0.381001,0.222063,0.666667,0.919243,0.897979
0.328200,0.975000,0.465957,0.666667,0.000000,1.000000,0.200000,1.000000,0.714286,0.625000,0.166667,0.200000,0.825137,0.000000,0.612573,0.623441,1.000000,0.384056,0.309044
0.781869,0.041667,0.938298,0.666667,0.000000,1.000000,0.200000,1.000000,0.571429,0.500000,1.000000,0.200000,0.322404,0.000000,0.316855,0.184535,0.666667,0.919243,0.897979
0.783786,0.525000,0.308511,0.666667,1.000000,0.333333,0.600000,1.000000,0.095238,0.000000,0.000000,0.000000,0.038251,0.000000,0.025135,0.033780,0.000000,0.238296,0.178671
0.219719,0.916667,0.944681,0.666667,1.000000,1.000000,0.400000,0.000000,0.047619,0.000000,0.000000,0.200000,0.174863,0.000000,0.173104,0.099760,0.333333,0.927481,0.908240
0.021121,0.400000,0.917021,0.666667,0.000000,1.000000,0.600000,1.000000,0.190476,0.250000,0.333333,0.000000,0.202186,0.000000,0.197048,0.117039,0.333333,0.891977,0.864254
0.296264,0.041667,0.938298,0.666667,0.000000,1.000000,0.200000,0.500000,0.666667,1.000000,0.166667,0.400000,0.967213,0.000000,0.947615,0.553564,1.000000,0.919243,0.897979
0.979119,0.408333,0.938298,0.666667,0.000000,1.000000,0.200000,1.000000,0.714286,0.625000,1.000000,0.200000,0.054645,0.000000,0.054930,0.031294,0.333333,0.919243,0.897979
0.811978,0.600000,0.880851,0.666667,0.000000,1.000000,0.400000,0.000000,1.000000,0.000000,0.000000,0.000000,0.469945,0.000000,0.447534,0.277200,0.666667,0.846308,0.808600
