enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
5902.000000,city_20,0.796000,,Has relevent experience,Part time course,Masters,STEM,4.000000,50-99,Funded Startup,1.000000,74.000000,0.000000
28403.000000,city_71,0.884000,Male,Has relevent experience,no_enrollment,Graduate,STEM,15.000000,10/49,Early Stage Startup,1.000000,86.000000,0.000000
30937.000000,city_57,0.866000,Female,No relevent experience,Part time course,Graduate,STEM,0.000000,10/49,Pvt Ltd,2.000000,83.000000,0.000000
28751.000000,city_103,0.920000,,No relevent experience,Full time course,High School,,4.000000,,,3.000000,75.000000,0.000000
29290.000000,city_152,0.698000,Male,No relevent experience,Full time course,Masters,STEM,11.000000,,Public Sector,2.000000,42.000000,0.000000
32401.000000,city_103,0.920000,Female,Has relevent experience,no_enrollment,Graduate,STEM,6.000000,100-500,,1.000000,332.000000,0.000000
19128.000000,city_61,0.913000,Male,No relevent experience,Full time course,Graduate,STEM,4.000000,,,,140.000000,0.000000
29036.000000,city_16,0.910000,Male,No relevent experience,no_enrollment,High School,,3.000000,,,0.000000,182.000000,0.000000
16869.000000,city_103,0.920000,Female,No relevent experience,no_enrollment,Graduate,Humanities,3.000000,100-500,Pvt Ltd,1.000000,13.000000,1.000000
10497.000000,city_19,0.682000,,Has relevent experience,no_enrollment,Graduate,STEM,5.000000,10/49,Pvt Ltd,2.000000,172.000000,1.000000
18099.000000,city_103,0.920000,,Has relevent experience,no_enrollment,Graduate,STEM,10.000000,100-500,NGO,1.000000,48.000000,0.000000
12081.000000,city_65,0.802000,Male,Has relevent experience,Full time course,Graduate,STEM,9.000000,50-99,Pvt Ltd,1.000000,33.000000,0.000000
7364.000000,city_160,0.920000,,No relevent experience,Full time course,High School,,2.000000,100-500,Pvt Ltd,1.000000,142.000000,0.000000
11184.000000,city_74,0.579000,,No relevent experience,Full time course,Graduate,STEM,2.000000,100-500,Pvt Ltd,1.000000,34.000000,0.000000
7016.000000,city_65,0.802000,Male,Has relevent experience,no_enrollment,Graduate,STEM,6.000000,50-99,Pvt Ltd,2.000000,14.000000,1.000000
8695.000000,city_11,0.550000,Male,Has relevent experience,no_enrollment,Graduate,STEM,6.000000,10/49,Pvt Ltd,2.000000,27.000000,1.000000
6172.000000,city_11,0.550000,Male,Has relevent experience,no_enrollment,Graduate,STEM,8.000000,100-500,Pvt Ltd,1.000000,24.000000,1.000000
14672.000000,city_173,0.878000,,No relevent experience,no_enrollment,Masters,STEM,21.000000,,,1.000000,150.000000,0.000000
18257.000000,city_103,0.920000,Female,Has relevent experience,no_enrollment,Graduate,STEM,11.000000,500-999,NGO,5.000000,20.000000,0.000000
24493.000000,city_103,0.920000,,Has relevent experience,no_enrollment,Graduate,STEM,5.000000,500-999,,1.000000,140.000000,0.000000
1180.000000,city_16,0.910000,Male,Has relevent experience,no_enrollment,Graduate,STEM,12.000000,5000-9999,Pvt Ltd,1.000000,52.000000,0.000000
28627.000000,city_75,0.939000,Male,Has relevent experience,no_enrollment,Graduate,STEM,21.000000,50-99,Pvt Ltd,2.000000,160.000000,0.000000
8168.000000,city_136,0.897000,Male,Has relevent experience,no_enrollment,Masters,STEM,9.000000,5000-9999,Pvt Ltd,2.000000,3.000000,0.000000
10473.000000,city_21,0.624000,Male,Has relevent experience,no_enrollment,Graduate,STEM,2.000000,<10,Pvt Ltd,2.000000,2.000000,1.000000
25349.000000,city_16,0.910000,Male,Has relevent experience,no_enrollment,Graduate,STEM,21.000000,1000-4999,Pvt Ltd,5.000000,28.000000,0.000000
5220.000000,city_73,0.754000,Male,Has relevent experience,no_enrollment,Graduate,Other,21.000000,,,4.000000,46.000000,0.000000
4789.000000,city_67,0.855000,Male,Has relevent experience,no_enrollment,Graduate,STEM,8.000000,50-99,Pvt Ltd,1.000000,210.000000,0.000000
11338.000000,city_114,0.926000,Male,Has relevent experience,no_enrollment,Graduate,STEM,10.000000,<10,Pvt Ltd,1.000000,36.000000,0.000000
27963.000000,city_98,0.949000,Male,No relevent experience,Full time course,Graduate,STEM,4.000000,,,1.000000,160.000000,1.000000
8571.000000,city_21,0.624000,Male,Has relevent experience,Full time course,Graduate,STEM,2.000000,10/49,NGO,2.000000,101.000000,0.000000
16303.000000,city_114,0.926000,Male,Has relevent experience,no_enrollment,Masters,STEM,6.000000,50-99,,1.000000,46.000000,0.000000
20576.000000,city_97,0.925000,Male,Has relevent experience,no_enrollment,Graduate,STEM,21.000000,1000-4999,Pvt Ltd,5.000000,19.000000,0.000000
32966.000000,city_21,0.624000,Male,Has relevent experience,no_enrollment,Graduate,STEM,3.000000,100-500,Pvt Ltd,2.000000,26.000000,1.000000
21199.000000,city_90,0.698000,,Has relevent experience,Full time course,Graduate,STEM,7.000000,<10,NGO,1.000000,90.000000,0.000000
18819.000000,city_50,0.896000,Male,Has relevent experience,no_enrollment,Graduate,STEM,9.000000,<10,Pvt Ltd,4.000000,59.000000,0.000000
14199.000000,city_160,0.920000,Male,Has relevent experience,Part time course,Graduate,Business Degree,10.000000,50-99,Funded Startup,1.000000,260.000000,0.000000
7666.000000,city_21,0.624000,Female,Has relevent experience,no_enrollment,Graduate,STEM,11.000000,50-99,Pvt Ltd,5.000000,74.000000,0.000000
13915.000000,city_16,0.910000,Male,Has relevent experience,no_enrollment,Phd,STEM,21.000000,100-500,Pvt Ltd,2.000000,20.000000,1.000000
10555.000000,city_173,0.878000,Male,Has relevent experience,no_enrollment,Graduate,STEM,12.000000,100-500,Pvt Ltd,2.000000,8.000000,0.000000
16040.000000,city_103,0.920000,Male,Has relevent experience,no_enrollment,Graduate,STEM,6.000000,100-500,Pvt Ltd,1.000000,131.000000,0.000000
32826.000000,city_138,0.836000,Male,Has relevent experience,Full time course,Masters,STEM,7.000000,,,1.000000,45.000000,0.000000
13253.000000,city_82,0.693000,Male,Has relevent experience,Full time course,Graduate,STEM,11.000000,10/49,Pvt Ltd,2.000000,109.000000,0.000000
15637.000000,city_67,0.855000,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3.000000,100-500,Pvt Ltd,1.000000,70.000000,0.000000
28074.000000,city_103,0.920000,Female,Has relevent experience,no_enrollment,Graduate,STEM,21.000000,100-500,NGO,5.000000,17.000000,0.000000
23012.000000,city_103,0.920000,Female,No relevent experience,no_enrollment,Masters,STEM,15.000000,50-99,Pvt Ltd,1.000000,51.000000,0.000000
16110.000000,city_103,0.920000,Female,Has relevent experience,no_enrollment,Graduate,STEM,6.000000,50-99,Pvt Ltd,3.000000,60.000000,1.000000
3921.000000,city_36,0.893000,,No relevent experience,no_enrollment,Phd,STEM,21.000000,1000-4999,Public Sector,5.000000,4.000000,0.000000
24530.000000,city_114,0.926000,Male,No relevent experience,no_enrollment,Graduate,STEM,12.000000,100-500,Pvt Ltd,5.000000,7.000000,0.000000
1924.000000,city_102,0.804000,,Has relevent experience,no_enrollment,Masters,STEM,21.000000,100-500,Pvt Ltd,3.000000,164.000000,0.000000
32776.000000,city_64,0.666000,Male,Has relevent experience,no_enrollment,Graduate,STEM,20.000000,,,4.000000,290.000000,0.000000
1907.000000,city_102,0.804000,Male,No relevent experience,no_enrollment,High School,,2.000000,<10,NGO,0.000000,145.000000,0.000000
23947.000000,city_103,0.920000,,No relevent experience,no_enrollment,Phd,STEM,,,,,70.000000,0.000000
3116.000000,city_21,0.624000,Male,No relevent experience,no_enrollment,,,3.000000,,,1.000000,24.000000,0.000000
24829.000000,city_103,0.920000,Male,No relevent experience,no_enrollment,Masters,Humanities,3.000000,10000+,Pvt Ltd,1.000000,133.000000,1.000000
30488.000000,city_11,0.550000,,No relevent experience,Full time course,Graduate,STEM,2.000000,,,1.000000,20.000000,0.000000
1265.000000,city_103,0.920000,Male,Has relevent experience,no_enrollment,Graduate,STEM,10.000000,<10,Funded Startup,1.000000,76.000000,0.000000
22098.000000,city_90,0.698000,Female,No relevent experience,Full time course,Masters,STEM,5.000000,,,4.000000,21.000000,1.000000
13342.000000,city_21,0.624000,Female,Has relevent experience,no_enrollment,Graduate,Other,8.000000,5000-9999,Pvt Ltd,2.000000,34.000000,0.000000
24608.000000,city_160,0.920000,Male,No relevent experience,no_enrollment,Graduate,STEM,9.000000,<10,Pvt Ltd,2.000000,15.000000,0.000000
20081.000000,city_57,0.866000,Male,No relevent experience,no_enrollment,Graduate,STEM,21.000000,,,5.000000,156.000000,0.000000
24796.000000,city_103,0.920000,Male,Has relevent experience,no_enrollment,Graduate,STEM,21.000000,5000-9999,Pvt Ltd,5.000000,15.000000,0.000000
7777.000000,city_114,0.926000,,Has relevent experience,no_enrollment,Masters,STEM,21.000000,,,0.000000,120.000000,0.000000
22718.000000,city_157,0.769000,,Has relevent experience,no_enrollment,Graduate,No Major,14.000000,10000+,,5.000000,47.000000,0.000000
1261.000000,city_73,0.754000,Male,Has relevent experience,no_enrollment,Graduate,STEM,12.000000,,,2.000000,100.000000,1.000000
3396.000000,city_67,0.855000,Male,Has relevent experience,Part time course,Graduate,STEM,6.000000,500-999,Pvt Ltd,0.000000,102.000000,0.000000
4283.000000,city_103,0.920000,Male,No relevent experience,no_enrollment,High School,,4.000000,,,0.000000,52.000000,0.000000
18998.000000,city_114,0.926000,,Has relevent experience,no_enrollment,High School,,9.000000,10/49,,4.000000,39.000000,0.000000
2003.000000,city_103,0.920000,Male,Has relevent experience,Full time course,High School,,4.000000,,,1.000000,112.000000,1.000000
31786.000000,city_103,0.920000,Male,No relevent experience,no_enrollment,Phd,STEM,21.000000,50-99,Pvt Ltd,5.000000,14.000000,0.000000
8241.000000,city_16,0.910000,,Has relevent experience,no_enrollment,,,11.000000,,,1.000000,4.000000,0.000000
12154.000000,city_16,0.910000,,Has relevent experience,no_enrollment,Masters,Arts,21.000000,1000-4999,NGO,5.000000,55.000000,0.000000
23455.000000,city_21,0.624000,Male,Has relevent experience,no_enrollment,Graduate,STEM,6.000000,10000+,Pvt Ltd,4.000000,49.000000,1.000000
19882.000000,city_16,0.910000,Male,Has relevent experience,no_enrollment,Graduate,STEM,15.000000,,,5.000000,72.000000,0.000000
28817.000000,city_89,0.925000,Male,Has relevent experience,Full time course,Graduate,STEM,14.000000,5000-9999,Pvt Ltd,3.000000,141.000000,1.000000
4656.000000,city_114,0.926000,Male,No relevent experience,no_enrollment,High School,,6.000000,,Pvt Ltd,0.000000,28.000000,0.000000
7280.000000,city_103,0.920000,Male,Has relevent experience,no_enrollment,Graduate,STEM,13.000000,10000+,Pvt Ltd,1.000000,6.000000,0.000000
16903.000000,city_103,0.920000,Male,Has relevent experience,no_enrollment,Graduate,No Major,17.000000,5000-9999,Pvt Ltd,1.000000,125.000000,0.000000
13333.000000,city_75,0.939000,,Has relevent experience,no_enrollment,Graduate,STEM,21.000000,,,0.000000,326.000000,0.000000
26241.000000,city_103,0.920000,Male,Has relevent experience,no_enrollment,Graduate,Other,21.000000,100-500,Pvt Ltd,2.000000,33.000000,0.000000
12381.000000,city_102,0.804000,,No relevent experience,no_enrollment,Masters,STEM,6.000000,10000+,Pvt Ltd,5.000000,40.000000,0.000000
4064.000000,city_160,0.920000,,Has relevent experience,no_enrollment,Graduate,STEM,18.000000,,,1.000000,198.000000,1.000000
32092.000000,city_103,0.920000,Female,Has relevent experience,no_enrollment,Masters,STEM,15.000000,10000+,Pvt Ltd,5.000000,55.000000,0.000000
3766.000000,city_150,0.698000,Male,No relevent experience,no_enrollment,Graduate,STEM,21.000000,500-999,Pvt Ltd,5.000000,32.000000,0.000000
30496.000000,city_103,0.920000,Male,Has relevent experience,no_enrollment,Graduate,Arts,21.000000,100-500,Pvt Ltd,5.000000,11.000000,0.000000
7189.000000,city_73,0.754000,Male,Has relevent experience,no_enrollment,Graduate,STEM,21.000000,<10,Pvt Ltd,1.000000,41.000000,0.000000
29497.000000,city_103,0.920000,Male,Has relevent experience,no_enrollment,Masters,STEM,21.000000,10000+,Public Sector,5.000000,87.000000,1.000000
31593.000000,city_67,0.855000,Male,Has relevent experience,no_enrollment,Masters,STEM,10.000000,100-500,Pvt Ltd,4.000000,114.000000,0.000000
12384.000000,city_70,0.698000,,Has relevent experience,,,,21.000000,,,5.000000,33.000000,0.000000
11986.000000,city_90,0.698000,Male,Has relevent experience,Part time course,Masters,STEM,5.000000,<10,Early Stage Startup,1.000000,15.000000,0.000000
31033.000000,city_16,0.910000,,No relevent experience,Full time course,High School,,3.000000,,,1.000000,8.000000,0.000000
14835.000000,city_173,0.878000,Female,Has relevent experience,Part time course,High School,,2.000000,100-500,NGO,1.000000,22.000000,0.000000
3728.000000,city_103,0.920000,Male,Has relevent experience,no_enrollment,Masters,STEM,21.000000,5000-9999,Pvt Ltd,4.000000,13.000000,0.000000
3024.000000,city_98,0.949000,Male,Has relevent experience,no_enrollment,Graduate,STEM,21.000000,<10,Public Sector,1.000000,246.000000,0.000000
23508.000000,city_103,0.920000,Male,Has relevent experience,no_enrollment,Masters,STEM,9.000000,10/49,Pvt Ltd,1.000000,22.000000,0.000000
29457.000000,city_103,0.920000,Male,Has relevent experience,no_enrollment,Masters,STEM,21.000000,<10,Funded Startup,1.000000,81.000000,0.000000
12297.000000,city_175,0.776000,,Has relevent experience,Full time course,Graduate,STEM,4.000000,10/49,Funded Startup,1.000000,11.000000,0.000000
27708.000000,city_94,0.698000,Male,No relevent experience,Full time course,Graduate,STEM,5.000000,5000-9999,,,24.000000,1.000000
3065.000000,city_103,0.920000,Male,Has relevent experience,no_enrollment,Graduate,STEM,21.000000,100-500,Funded Startup,1.000000,50.000000,0.000000
29226.000000,city_104,0.924000,Male,No relevent experience,Full time course,High School,,6.000000,,,0.000000,15.000000,0.000000
5493.000000,city_28,0.939000,Male,Has relevent experience,no_enrollment,Masters,STEM,21.000000,10/49,Pvt Ltd,5.000000,31.000000,0.000000
2891.000000,city_114,0.926000,Male,Has relevent experience,no_enrollment,Masters,STEM,21.000000,50-99,Pvt Ltd,0.000000,84.000000,0.000000
32509.000000,city_136,0.897000,Male,Has relevent experience,Part time course,Graduate,STEM,4.000000,10000+,Pvt Ltd,1.000000,42.000000,0.000000
31841.000000,city_21,0.624000,,Has relevent experience,no_enrollment,Graduate,STEM,10.000000,10/49,Pvt Ltd,5.000000,105.000000,1.000000
907.000000,city_103,0.920000,Female,Has relevent experience,no_enrollment,Graduate,STEM,21.000000,50-99,Pvt Ltd,5.000000,72.000000,0.000000
29526.000000,city_115,0.789000,Male,Has relevent experience,no_enrollment,Graduate,STEM,14.000000,10/49,Pvt Ltd,5.000000,42.000000,1.000000
10956.000000,city_94,0.698000,Male,Has relevent experience,no_enrollment,Graduate,STEM,15.000000,50-99,Early Stage Startup,1.000000,152.000000,0.000000
26099.000000,city_103,0.920000,Male,Has relevent experience,no_enrollment,Graduate,STEM,12.000000,10000+,Pvt Ltd,1.000000,60.000000,0.000000
26163.000000,city_21,0.624000,Male,No relevent experience,Full time course,Masters,STEM,2.000000,,,0.000000,8.000000,0.000000
4120.000000,city_16,0.910000,Male,No relevent experience,Full time course,Masters,STEM,13.000000,,,3.000000,17.000000,1.000000
7335.000000,city_83,0.923000,Male,No relevent experience,no_enrollment,High School,,1.000000,,,1.000000,33.000000,0.000000
706.000000,city_16,0.910000,Male,Has relevent experience,no_enrollment,Masters,STEM,4.000000,100-500,Funded Startup,0.000000,38.000000,0.000000
9890.000000,city_103,0.920000,Male,Has relevent experience,no_enrollment,Graduate,Humanities,14.000000,<10,Early Stage Startup,2.000000,178.000000,0.000000
32683.000000,city_160,0.920000,Male,Has relevent experience,no_enrollment,Graduate,STEM,15.000000,50-99,Pvt Ltd,1.000000,11.000000,0.000000
27104.000000,city_36,0.893000,Male,Has relevent experience,no_enrollment,High School,,21.000000,,,0.000000,87.000000,0.000000
7731.000000,city_65,0.802000,Male,Has relevent experience,no_enrollment,Graduate,STEM,13.000000,,,0.000000,84.000000,0.000000
31943.000000,city_71,0.884000,Male,Has relevent experience,no_enrollment,Graduate,STEM,21.000000,100-500,Early Stage Startup,2.000000,32.000000,0.000000
22899.000000,city_100,0.887000,,Has relevent experience,no_enrollment,Masters,STEM,9.000000,100-500,Pvt Ltd,1.000000,31.000000,1.000000
